Date,IT Department,Cost Element,Country,Actual
05/01/2020,Administration,Employee Performance,USA,"14,265"
05/01/2020,Administration,External Labor,United Kingdom,"4,385"
05/01/2020,Administration,External Labor,USA,"13,056"
05/01/2020,Administration,Hardware,USA,66
05/01/2020,Administration,Internal Labor,Germany,"20,399"
05/01/2020,Administration,Internal Labor,Italy,"5,087"
05/01/2020,Administration,Internal Labor,United Kingdom,"23,114"
05/01/2020,Administration,Internal Labor,USA,"126,128"
05/01/2020,Administration,Legal,USA,648
05/01/2020,Administration,Moving,USA,"18,227"
05/01/2020,Administration,Other,USA,669
05/01/2020,Administration,Outbound Allocations,United Kingdom,743
05/01/2020,Administration,Recognition,USA,44
05/01/2020,Administration,Severance,Italy,371
05/01/2020,Administration,Supplies,USA,227
05/01/2020,Administration,Telecomm,Italy,43
05/01/2020,Administration,Training,Germany,533
05/01/2020,Administration,Training,USA,525
05/01/2020,Administration,Travel,USA,"13,643"
05/01/2020,Architecture,Depreciation,USA,693
05/01/2020,Architecture,Hardware,USA,500
05/01/2020,Architecture,Internal Labor,USA,"39,924"
05/01/2020,Architecture,Moving,USA,62
05/01/2020,Architecture,Other,USA,"-1,583"
05/01/2020,Architecture,Taxes,USA,44
05/01/2020,Architecture,Training,USA,420
05/01/2020,Architecture,Travel,USA,"2,399"
05/01/2020,Business Intelligence,Employee Performance,USA,38
05/01/2020,Business Intelligence,External Labor,USA,"29,540"
05/01/2020,Business Intelligence,Hardware,USA,111
05/01/2020,Business Intelligence,Internal Labor,USA,"61,849"
05/01/2020,Business Intelligence,Supplies,USA,107
05/01/2020,Business Intelligence,Travel,USA,134
05/01/2020,Core,External Labor,USA,"4,573"
05/01/2020,Core,Hardware,USA,176
05/01/2020,Core,Internal Labor,USA,"19,502"
05/01/2020,Core,Other,USA,39
05/01/2020,Core,Travel,USA,625
05/01/2020,Core Infrastructure,Amortization,Mexico,"1,393"
05/01/2020,Core Infrastructure,Depreciation,Brazil,"17,711"
05/01/2020,Core Infrastructure,Depreciation,Canada,"5,033"
05/01/2020,Core Infrastructure,Depreciation,Mexico,"4,399"
05/01/2020,Core Infrastructure,Depreciation,New Zealand,"7,577"
05/01/2020,Core Infrastructure,External Labor,Brazil,"19,994"
05/01/2020,Core Infrastructure,External Labor,Canada,"21,036"
05/01/2020,Core Infrastructure,External Labor,Mexico,"35,493"
05/01/2020,Core Infrastructure,External Labor,New Zealand,260
05/01/2020,Core Infrastructure,External Labor,USA,"172,999"
05/01/2020,Core Infrastructure,Hardware,Brazil,"1,253"
05/01/2020,Core Infrastructure,Hardware,Mexico,"19,986"
05/01/2020,Core Infrastructure,Hardware,New Zealand,"30,977"
05/01/2020,Core Infrastructure,Hardware,USA,"5,484"
05/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"1,394"
05/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"9,776"
05/01/2020,Core Infrastructure,Internal Labor,Brazil,"3,726"
05/01/2020,Core Infrastructure,Internal Labor,Canada,195
05/01/2020,Core Infrastructure,Internal Labor,Mexico,"3,082"
05/01/2020,Core Infrastructure,Internal Labor,New Zealand,"37,143"
05/01/2020,Core Infrastructure,Internal Labor,Switzerland,"3,063"
05/01/2020,Core Infrastructure,Internal Labor,USA,"44,505"
05/01/2020,Core Infrastructure,Moving,USA,"2,406"
05/01/2020,Core Infrastructure,Other,Brazil,"12,407"
05/01/2020,Core Infrastructure,Other,Mexico,"26,839"
05/01/2020,Core Infrastructure,Other,New Zealand,252
05/01/2020,Core Infrastructure,Other,USA,"2,356"
05/01/2020,Core Infrastructure,Severance,Brazil,713
05/01/2020,Core Infrastructure,Severance,New Zealand,411
05/01/2020,Core Infrastructure,Supplies,Brazil,40
05/01/2020,Core Infrastructure,Supplies,Canada,"2,080"
05/01/2020,Core Infrastructure,Supplies,New Zealand,"2,857"
05/01/2020,Core Infrastructure,Supplies,USA,677
05/01/2020,Core Infrastructure,Taxes,Brazil,250
05/01/2020,Core Infrastructure,Taxes,USA,9
05/01/2020,Core Infrastructure,Telecomm,Brazil,"2,831"
05/01/2020,Core Infrastructure,Telecomm,Canada,"1,834"
05/01/2020,Core Infrastructure,Telecomm,Mexico,"1,809"
05/01/2020,Core Infrastructure,Telecomm,New Zealand,"19,696"
05/01/2020,Core Infrastructure,Telecomm,Switzerland,38
05/01/2020,Core Infrastructure,Training,USA,30
05/01/2020,Core Infrastructure,Travel,Brazil,"1,148"
05/01/2020,Core Infrastructure,Travel,New Zealand,-297
05/01/2020,Core Infrastructure,Travel,Switzerland,874
05/01/2020,Core Infrastructure,Travel,USA,363
05/01/2020,Core Infrastructure,Vehicles,Mexico,8
05/01/2020,Core Infrastructure,Vehicles,New Zealand,70
05/01/2020,Core Infrastructure,Vehicles,Switzerland,120
05/01/2020,Data Centers,Amortization,USA,"1,725"
05/01/2020,Data Centers,Depreciation,Ireland,661
05/01/2020,Data Centers,Depreciation,United Kingdom,"19,656"
05/01/2020,Data Centers,Depreciation,USA,"253,906"
05/01/2020,Data Centers,Employee Performance,USA,316
05/01/2020,Data Centers,External Labor,Germany,"3,601"
05/01/2020,Data Centers,External Labor,United Kingdom,"89,374"
05/01/2020,Data Centers,External Labor,USA,"332,345"
05/01/2020,Data Centers,Hardware,United Kingdom,"177,625"
05/01/2020,Data Centers,Hardware,USA,"17,375"
05/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"-8,181"
05/01/2020,Data Centers,Hardware Maintenance,USA,"88,891"
05/01/2020,Data Centers,Internal Labor,Austria,"4,047"
05/01/2020,Data Centers,Internal Labor,Germany,"11,709"
05/01/2020,Data Centers,Internal Labor,Netherlands,"3,851"
05/01/2020,Data Centers,Internal Labor,Spain,"3,509"
05/01/2020,Data Centers,Internal Labor,United Kingdom,"10,905"
05/01/2020,Data Centers,Internal Labor,USA,"127,910"
05/01/2020,Data Centers,Other,Austria,36
05/01/2020,Data Centers,Other,Netherlands,6
05/01/2020,Data Centers,Other,United Kingdom,351
05/01/2020,Data Centers,Other,USA,90
05/01/2020,Data Centers,Project Expenses,United Kingdom,"13,715"
05/01/2020,Data Centers,Recognition,Austria,45
05/01/2020,Data Centers,Severance,Austria,39
05/01/2020,Data Centers,Software,USA,"24,389"
05/01/2020,Data Centers,Software Maintenance,United Kingdom,"-5,002"
05/01/2020,Data Centers,Software Maintenance,USA,"-2,877"
05/01/2020,Data Centers,Taxes,USA,"17,338"
05/01/2020,Data Centers,Telecomm,Austria,12
05/01/2020,Data Centers,Training,USA,"4,043"
05/01/2020,Data Centers,Travel,Netherlands,-20
05/01/2020,Data Centers,Travel,Spain,317
05/01/2020,Data Centers,Travel,United Kingdom,"2,155"
05/01/2020,Data Centers,Travel,USA,"1,530"
05/01/2020,Data Centers,Vehicles,Netherlands,418
05/01/2020,Data Centers,Vehicles,United Kingdom,1
05/01/2020,Data Management,Depreciation,Germany,"4,713"
05/01/2020,Data Management,Internal Labor,Germany,"2,988"
05/01/2020,Data Management,Internal Labor,Spain,"3,190"
05/01/2020,Data Management,Telecomm,Germany,"6,810"
05/01/2020,Data Management,Training,Spain,24
05/01/2020,Data Management,Vehicles,Spain,158
05/01/2020,Development,Employee Performance,USA,"1,561"
05/01/2020,Development,External Labor,United Kingdom,"1,677"
05/01/2020,Development,External Labor,USA,"55,847"
05/01/2020,Development,Hardware,USA,147
05/01/2020,Development,Inbound Allocations,United Kingdom,113
05/01/2020,Development,Internal Labor,Belgium,"7,190"
05/01/2020,Development,Internal Labor,Germany,"1,453"
05/01/2020,Development,Internal Labor,Spain,"6,997"
05/01/2020,Development,Internal Labor,United Kingdom,"7,434"
05/01/2020,Development,Internal Labor,USA,"147,515"
05/01/2020,Development,Other,Belgium,32
05/01/2020,Development,Other,United Kingdom,105
05/01/2020,Development,Other,USA,193
05/01/2020,Development,Outbound Allocations,United Kingdom,"1,107"
05/01/2020,Development,Software,USA,"20,934"
05/01/2020,Development,Supplies,USA,913
05/01/2020,Development,Taxes,USA,"1,120"
05/01/2020,Development,Telecomm,Belgium,219
05/01/2020,Development,Telecomm,Germany,17
05/01/2020,Development,Telecomm,United Kingdom,-9
05/01/2020,Development,Telecomm,USA,36
05/01/2020,Development,Training,Belgium,637
05/01/2020,Development,Training,United Kingdom,5
05/01/2020,Development,Training,USA,449
05/01/2020,Development,Travel,Belgium,"1,298"
05/01/2020,Development,Travel,Spain,89
05/01/2020,Development,Travel,United Kingdom,"1,010"
05/01/2020,Development,Travel,USA,"3,706"
05/01/2020,Development,Vehicles,Belgium,558
05/01/2020,Development,Vehicles,United Kingdom,1
05/01/2020,Distribution,Amortization,Italy,"5,684"
05/01/2020,Distribution,Depreciation,Belgium,18
05/01/2020,Distribution,Depreciation,Italy,301
05/01/2020,Distribution,Depreciation,Switzerland,448
05/01/2020,Distribution,Depreciation,United Kingdom,28
05/01/2020,Distribution,Employee Performance,USA,8
05/01/2020,Distribution,External Labor,France,"18,574"
05/01/2020,Distribution,External Labor,United Kingdom,"8,845"
05/01/2020,Distribution,External Labor,USA,"84,327"
05/01/2020,Distribution,Hardware,Canada,58
05/01/2020,Distribution,Hardware,USA,32
05/01/2020,Distribution,Internal Labor,Belgium,"11,716"
05/01/2020,Distribution,Internal Labor,Canada,"6,548"
05/01/2020,Distribution,Internal Labor,France,"20,228"
05/01/2020,Distribution,Internal Labor,Germany,"30,417"
05/01/2020,Distribution,Internal Labor,Italy,"8,790"
05/01/2020,Distribution,Internal Labor,Spain,"5,774"
05/01/2020,Distribution,Internal Labor,Switzerland,"8,979"
05/01/2020,Distribution,Internal Labor,United Kingdom,"8,403"
05/01/2020,Distribution,Internal Labor,USA,"75,295"
05/01/2020,Distribution,Moving,France,"2,486"
05/01/2020,Distribution,Moving,Spain,12
05/01/2020,Distribution,Other,Belgium,71
05/01/2020,Distribution,Other,Germany,"1,953"
05/01/2020,Distribution,Other,Italy,314
05/01/2020,Distribution,Outbound Allocations,United Kingdom,743
05/01/2020,Distribution,Severance,Italy,529
05/01/2020,Distribution,Supplies,Belgium,23
05/01/2020,Distribution,Telecomm,Belgium,64
05/01/2020,Distribution,Telecomm,Canada,44
05/01/2020,Distribution,Telecomm,Italy,130
05/01/2020,Distribution,Telecomm,Switzerland,360
05/01/2020,Distribution,Training,Germany,549
05/01/2020,Distribution,Training,Spain,188
05/01/2020,Distribution,Training,USA,744
05/01/2020,Distribution,Travel,Belgium,554
05/01/2020,Distribution,Travel,Canada,64
05/01/2020,Distribution,Travel,France,83
05/01/2020,Distribution,Travel,Germany,"1,146"
05/01/2020,Distribution,Travel,Italy,719
05/01/2020,Distribution,Travel,Spain,76
05/01/2020,Distribution,Travel,Switzerland,577
05/01/2020,Distribution,Travel,United Kingdom,38
05/01/2020,Distribution,Travel,USA,"1,563"
05/01/2020,Distribution,Vehicles,Belgium,876
05/01/2020,Distribution,Vehicles,United Kingdom,776
05/01/2020,Document Management,Depreciation,USA,261
05/01/2020,Document Management,Employee Performance,USA,75
05/01/2020,Document Management,External Labor,USA,"156,931"
05/01/2020,Document Management,Hardware,USA,192
05/01/2020,Document Management,Internal Labor,USA,"125,009"
05/01/2020,Document Management,Other,USA,299
05/01/2020,Document Management,Project Expenses,USA,"3,758"
05/01/2020,Document Management,Recognition,USA,15
05/01/2020,Document Management,Software,USA,117
05/01/2020,Document Management,Software Maintenance,USA,"67,530"
05/01/2020,Document Management,Supplies,USA,42
05/01/2020,Document Management,Taxes,USA,154
05/01/2020,Document Management,Training,USA,642
05/01/2020,Document Management,Travel,USA,"1,295"
05/01/2020,EIM,Amortization,Italy,175
05/01/2020,EIM,Depreciation,Italy,"1,735"
05/01/2020,EIM,Employee Performance,USA,919
05/01/2020,EIM,External Labor,USA,"128,614"
05/01/2020,EIM,Hardware,USA,271
05/01/2020,EIM,Hardware Maintenance,Italy,"1,678"
05/01/2020,EIM,Internal Labor,Italy,"4,102"
05/01/2020,EIM,Internal Labor,USA,"103,594"
05/01/2020,EIM,Other,Italy,4
05/01/2020,EIM,Severance,Italy,206
05/01/2020,EIM,Software,USA,"56,055"
05/01/2020,EIM,Software Maintenance,USA,"12,336"
05/01/2020,EIM,Training,USA,645
05/01/2020,EIM,Travel,USA,424
05/01/2020,Emerging,Depreciation,Brazil,"2,852"
05/01/2020,Emerging,Depreciation,Mexico,476
05/01/2020,Emerging,Depreciation,USA,63
05/01/2020,Emerging,Employee Performance,USA,34
05/01/2020,Emerging,External Labor,Brazil,"8,847"
05/01/2020,Emerging,External Labor,Mexico,"1,713"
05/01/2020,Emerging,External Labor,USA,"8,693"
05/01/2020,Emerging,Hardware Maintenance,Brazil,929
05/01/2020,Emerging,Internal Labor,Brazil,"4,394"
05/01/2020,Emerging,Internal Labor,Mexico,"18,677"
05/01/2020,Emerging,Internal Labor,USA,"8,982"
05/01/2020,Emerging,Moving,Brazil,328
05/01/2020,Emerging,Other,Brazil,"3,628"
05/01/2020,Emerging,Other,Mexico,642
05/01/2020,Emerging,Severance,Brazil,438
05/01/2020,Emerging,Severance,Mexico,"1,948"
05/01/2020,Emerging,Software Maintenance,Brazil,"2,155"
05/01/2020,Emerging,Supplies,Brazil,19
05/01/2020,Emerging,Supplies,Mexico,3
05/01/2020,Emerging,Taxes,Mexico,10
05/01/2020,Emerging,Telecomm,Brazil,807
05/01/2020,Emerging,Training,Brazil,43
05/01/2020,Emerging,Travel,Mexico,612
05/01/2020,Emerging,Travel,USA,"7,737"
05/01/2020,Emerging,Vehicles,Mexico,86
05/01/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
05/01/2020,Enterprise Capabilities,External Labor,United Kingdom,124
05/01/2020,Enterprise Capabilities,Internal Labor,Spain,"20,702"
05/01/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"9,161"
05/01/2020,Enterprise Capabilities,Telecomm,United Kingdom,45
05/01/2020,Enterprise Capabilities,Travel,Spain,100
05/01/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
05/01/2020,GRC,Depreciation,Spain,155
05/01/2020,GRC,Depreciation,United Kingdom,171
05/01/2020,GRC,External Labor,France,"2,289"
05/01/2020,GRC,External Labor,Germany,"26,330"
05/01/2020,GRC,External Labor,United Kingdom,"3,891"
05/01/2020,GRC,External Labor,USA,"13,636"
05/01/2020,GRC,Hardware,USA,78
05/01/2020,GRC,Hardware Maintenance,Italy,"7,757"
05/01/2020,GRC,Internal Labor,France,"10,196"
05/01/2020,GRC,Internal Labor,Germany,"59,340"
05/01/2020,GRC,Internal Labor,Italy,"15,541"
05/01/2020,GRC,Internal Labor,New Zealand,"18,567"
05/01/2020,GRC,Internal Labor,United Kingdom,"40,943"
05/01/2020,GRC,Internal Labor,USA,"19,672"
05/01/2020,GRC,Other,Germany,14
05/01/2020,GRC,Other,United Kingdom,35
05/01/2020,GRC,Outbound Allocations,United Kingdom,743
05/01/2020,GRC,Project Expenses,United Kingdom,"25,011"
05/01/2020,GRC,Severance,Italy,940
05/01/2020,GRC,Severance,New Zealand,220
05/01/2020,GRC,Taxes,USA,104
05/01/2020,GRC,Telecomm,Italy,86
05/01/2020,GRC,Telecomm,United Kingdom,84
05/01/2020,GRC,Training,United Kingdom,"1,184"
05/01/2020,GRC,Travel,France,"1,308"
05/01/2020,GRC,Travel,Germany,"2,965"
05/01/2020,GRC,Travel,Italy,"2,042"
05/01/2020,GRC,Travel,New Zealand,"1,097"
05/01/2020,GRC,Travel,Spain,7
05/01/2020,GRC,Travel,United Kingdom,"4,354"
05/01/2020,GRC,Vehicles,United Kingdom,3
05/01/2020,Help Desk,External Labor,United Kingdom,"106,673"
05/01/2020,Help Desk,External Labor,USA,"124,571"
05/01/2020,Help Desk,Hardware,USA,"1,448"
05/01/2020,Help Desk,Hardware Maintenance,USA,27
05/01/2020,Help Desk,Internal Labor,Spain,"3,203"
05/01/2020,Help Desk,Internal Labor,USA,"2,759"
05/01/2020,Help Desk,Other,USA,54
05/01/2020,Help Desk,Software Maintenance,United Kingdom,"22,935"
05/01/2020,Help Desk,Software Maintenance,USA,"4,811"
05/01/2020,Help Desk,Taxes,USA,230
05/01/2020,Help Desk,Training,USA,878
05/01/2020,Help Desk,Travel,USA,10
05/01/2020,Hosting,Amortization,USA,"3,507"
05/01/2020,Hosting,Depreciation,USA,"45,812"
05/01/2020,Hosting,Employee Performance,USA,200
05/01/2020,Hosting,External Labor,United Kingdom,"1,014"
05/01/2020,Hosting,External Labor,USA,"294,287"
05/01/2020,Hosting,Hardware,USA,52
05/01/2020,Hosting,Hardware Maintenance,USA,81
05/01/2020,Hosting,Internal Labor,United Kingdom,"8,379"
05/01/2020,Hosting,Internal Labor,USA,"84,581"
05/01/2020,Hosting,Other,USA,2
05/01/2020,Hosting,Software,USA,"8,994"
05/01/2020,Hosting,Software Maintenance,USA,"328,604"
05/01/2020,Hosting,Taxes,USA,"3,253"
05/01/2020,Hosting,Telecomm,United Kingdom,42
05/01/2020,Hosting,Telecomm,USA,83
05/01/2020,Hosting,Vehicles,United Kingdom,1
05/01/2020,Innovation,Depreciation,Austria,2
05/01/2020,Innovation,Employee Performance,USA,30
05/01/2020,Innovation,External Labor,USA,34
05/01/2020,Innovation,Hardware,USA,"1,455"
05/01/2020,Innovation,Internal Labor,USA,"19,350"
05/01/2020,Innovation,Moving,USA,"2,035"
05/01/2020,Innovation,Other,USA,6
05/01/2020,Innovation,Travel,USA,438
05/01/2020,Manufacturing,Amortization,Brazil,9
05/01/2020,Manufacturing,Amortization,France,"8,882"
05/01/2020,Manufacturing,Amortization,Germany,"1,234"
05/01/2020,Manufacturing,Amortization,Ireland,"1,959"
05/01/2020,Manufacturing,Amortization,Italy,"22,090"
05/01/2020,Manufacturing,Amortization,Puerto Rico,"36,561"
05/01/2020,Manufacturing,Amortization,Spain,214
05/01/2020,Manufacturing,Amortization,USA,"1,072,898"
05/01/2020,Manufacturing,Depreciation,Brazil,"1,923"
05/01/2020,Manufacturing,Depreciation,France,"20,111"
05/01/2020,Manufacturing,Depreciation,Germany,37
05/01/2020,Manufacturing,Depreciation,Ireland,"6,915"
05/01/2020,Manufacturing,Depreciation,Italy,"16,788"
05/01/2020,Manufacturing,Depreciation,Puerto Rico,"53,339"
05/01/2020,Manufacturing,Depreciation,Spain,"1,680"
05/01/2020,Manufacturing,Depreciation,United Kingdom,"1,106"
05/01/2020,Manufacturing,Depreciation,USA,"27,677"
05/01/2020,Manufacturing,Employee Performance,USA,"1,692"
05/01/2020,Manufacturing,External Labor,Brazil,"3,961"
05/01/2020,Manufacturing,External Labor,France,"228,639"
05/01/2020,Manufacturing,External Labor,Ireland,"1,821"
05/01/2020,Manufacturing,External Labor,Italy,"19,740"
05/01/2020,Manufacturing,External Labor,Mexico,"3,781"
05/01/2020,Manufacturing,External Labor,Puerto Rico,"72,910"
05/01/2020,Manufacturing,External Labor,Spain,639
05/01/2020,Manufacturing,External Labor,United Kingdom,"2,989"
05/01/2020,Manufacturing,External Labor,USA,"249,914"
05/01/2020,Manufacturing,Hardware,France,"2,340"
05/01/2020,Manufacturing,Hardware,Puerto Rico,"2,118"
05/01/2020,Manufacturing,Hardware,Spain,"5,834"
05/01/2020,Manufacturing,Hardware,USA,"3,242"
05/01/2020,Manufacturing,Hardware Maintenance,Brazil,198
05/01/2020,Manufacturing,Hardware Maintenance,France,"9,079"
05/01/2020,Manufacturing,Hardware Maintenance,Ireland,637
05/01/2020,Manufacturing,Hardware Maintenance,Italy,10
05/01/2020,Manufacturing,Hardware Maintenance,Puerto Rico,977
05/01/2020,Manufacturing,Internal Labor,Brazil,"3,211"
05/01/2020,Manufacturing,Internal Labor,France,"152,696"
05/01/2020,Manufacturing,Internal Labor,Germany,"26,436"
05/01/2020,Manufacturing,Internal Labor,Ireland,"21,369"
05/01/2020,Manufacturing,Internal Labor,Italy,"13,516"
05/01/2020,Manufacturing,Internal Labor,Puerto Rico,"83,973"
05/01/2020,Manufacturing,Internal Labor,Spain,"28,515"
05/01/2020,Manufacturing,Internal Labor,United Kingdom,"8,267"
05/01/2020,Manufacturing,Internal Labor,USA,"661,817"
05/01/2020,Manufacturing,Other,Brazil,13
05/01/2020,Manufacturing,Other,Ireland,29
05/01/2020,Manufacturing,Other,Italy,260
05/01/2020,Manufacturing,Other,Puerto Rico,"-5,589"
05/01/2020,Manufacturing,Other,Spain,65
05/01/2020,Manufacturing,Other,USA,"-4,694"
05/01/2020,Manufacturing,Project Expenses,France,479
05/01/2020,Manufacturing,Project Expenses,Ireland,"6,990"
05/01/2020,Manufacturing,Project Expenses,Puerto Rico,4
05/01/2020,Manufacturing,Project Expenses,USA,"4,851"
05/01/2020,Manufacturing,Recognition,USA,186
05/01/2020,Manufacturing,Severance,Brazil,203
05/01/2020,Manufacturing,Severance,Italy,873
05/01/2020,Manufacturing,Software,Spain,"11,001"
05/01/2020,Manufacturing,Software,USA,"30,505"
05/01/2020,Manufacturing,Software Maintenance,France,"12,463"
05/01/2020,Manufacturing,Software Maintenance,USA,"185,610"
05/01/2020,Manufacturing,Supplies,Brazil,7
05/01/2020,Manufacturing,Supplies,Germany,12
05/01/2020,Manufacturing,Supplies,Ireland,"4,800"
05/01/2020,Manufacturing,Supplies,Puerto Rico,311
05/01/2020,Manufacturing,Supplies,United Kingdom,45
05/01/2020,Manufacturing,Supplies,USA,437
05/01/2020,Manufacturing,Taxes,USA,"2,226"
05/01/2020,Manufacturing,Telecomm,Brazil,109
05/01/2020,Manufacturing,Telecomm,France,"-4,031"
05/01/2020,Manufacturing,Telecomm,Ireland,"1,379"
05/01/2020,Manufacturing,Telecomm,Italy,"1,187"
